date,airline,ch_code,flight_number,from,to,via_city,route,stop_count,arr_hour,arr_period,dep_hour,dep_period,duration_mins,days_left,price
2022-02-12,Vistara,UK,815,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,8,Morning,825,2,57868
2022-02-12,Vistara,UK,813,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,17,Evening,880,2,57868
2022-02-12,Vistara,UK,817,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,16,Afternoon,970,2,57868
2022-02-12,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,14,Afternoon,1080,2,57868
2022-02-12,Vistara,UK,706,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,13,Afternoon,475,2,58524
2022-02-12,Vistara,UK,809,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,19,Evening,935,2,59996
2022-02-12,Vistara,UK,813,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,17,Evening,1070,2,59996
2022-02-12,Air India,AI,465,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,16,Afternoon,375,2,59976
2022-02-12,Air India,AI,512,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,14,Afternoon,535,2,59976
2022-02-12,Air India,AI,767,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,12,Afternoon,475,2,61273
2022-02-12,Air India,AI,401,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,6,Morning,795,2,61273
2022-02-12,Air India,AI,762,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,20,Night,1295,2,61273
2022-02-12,Air India,AI,762,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,20,Night,1430,2,61273
2022-02-12,Air India,AI,764,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,16,Afternoon,1495,2,61273
2022-02-12,Air India,AI,764,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,16,Afternoon,1630,2,61273
2022-02-12,Air India,AI,767,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,12,Afternoon,1780,2,61273
2022-02-12,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,19,Evening,945,2,61721
2022-02-12,Vistara,UK,837,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,17,Evening,1095,2,61721
2022-02-12,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,19,Evening,1600,2,61721
2022-02-12,Vistara,UK,737,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,15,Afternoon,1265,2,62057
2022-02-12,Vistara,UK,847,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,11,Morning,1655,2,67657
2022-02-12,Vistara,UK,737,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,15,Afternoon,1705,2,77737
2022-02-12,Vistara,UK,707,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,13,Afternoon,17,Evening,1170,2,79977
2022-02-12,Vistara,UK,707,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,20,Night,17,Evening,1610,2,95657
2022-02-13,Vistara,UK,951,Delhi,Mumbai,,Delhi-Mumbai,0,16,Afternoon,14,Afternoon,130,3,25736
2022-02-13,Air India,AI,868,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,18,Evening,120,3,25612
2022-02-13,Air India,AI,887,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,125,3,25612
2022-02-13,Air India,AI,665,Delhi,Mumbai,,Delhi-Mumbai,0,10,Morning,8,Morning,130,3,25612
2022-02-13,Air India,AI,805,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,130,3,25612
2022-02-13,Air India,AI,624,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,3,25612
2022-02-13,Air India,AI,636,Delhi,Mumbai,IDR,Delhi-Mumbai,1,18,Evening,14,Afternoon,210,3,25612
2022-02-13,Air India,AI,441,Delhi,Mumbai,IXU,Delhi-Mumbai,1,21,Night,17,Evening,225,3,25612
2022-02-13,Vistara,UK,953,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,130,3,30104
2022-02-13,Air India,AI,678,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,9,Morning,135,3,30092
2022-02-13,Vistara,UK,927,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,9,Morning,125,3,32456
2022-02-13,Vistara,UK,945,Delhi,Mumbai,,Delhi-Mumbai,0,14,Afternoon,11,Morning,140,3,32456
2022-02-13,Vistara,UK,683,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,13,Afternoon,1535,3,33197
2022-02-13,Air India,AI,475,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,13,Afternoon,1475,3,33136
2022-02-13,Air India,AI,531,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,20,Night,1485,3,33926
2022-02-13,Air India,AI,811,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,18,Evening,1235,3,34982
2022-02-13,Air India,AI,431,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,12,Afternoon,1570,3,34982
2022-02-13,Air India,AI,479,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,21,Night,990,3,36652
2022-02-13,Vistara,UK,995,Delhi,Mumbai,,Delhi-Mumbai,0,12,Afternoon,10,Morning,135,3,38056
2022-02-13,Air India,AI,483,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,16,Afternoon,1435,3,39580
2022-02-13,Vistara,UK,977,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,3,40296
2022-02-13,Vistara,UK,963,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,8,Morning,140,3,40296
2022-02-13,Air India,AI,411,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,7,Morning,480,3,40582
2022-02-13,Air India,AI,839,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,21,Night,1590,3,42770
2022-02-13,Vistara,UK,871,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,20,Night,1585,3,43521
2022-02-13,Vistara,UK,955,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,17,Evening,140,3,44664
2022-02-13,Air India,AI,544,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,400,3,44450
2022-02-13,Air India,AI,542,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,9,Morning,850,3,44450
2022-02-13,Air India,AI,560,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,8,Morning,945,3,44450
2022-02-13,Vistara,UK,879,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,320,3,45145
2022-02-13,Vistara,UK,899,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,14,Afternoon,495,3,45145
2022-02-13,Vistara,UK,859,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,10,Morning,755,3,45145
2022-02-13,Vistara,UK,829,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,7,Morning,930,3,45145
2022-02-13,Air India,AI,451,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,14,Afternoon,1555,3,45222
2022-02-13,Air India,AI,473,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,18,Evening,1365,3,45459
2022-02-13,Vistara,UK,985,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,19,Evening,130,3,45896
2022-02-13,Air India,AI,406,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,10,Morning,290,3,46265
2022-02-13,Vistara,UK,829,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,7,Morning,420,3,47396
2022-02-13,Vistara,UK,871,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,20,Night,1075,3,47396
2022-02-13,Vistara,UK,879,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,17,Evening,1250,3,47396
2022-02-13,Vistara,UK,899,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,14,Afternoon,1425,3,47396
2022-02-13,Vistara,UK,627,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,13,Afternoon,1600,3,49737
2022-02-13,Air India,AI,885,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,10,Morning,1285,3,49872
2022-02-13,Air India,AI,877,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,11,Morning,385,3,51059
2022-02-13,Vistara,UK,933,Delhi,Mumbai,,Delhi-Mumbai,0,17,Evening,15,Afternoon,130,3,51496
2022-02-13,Air India,AI,429,Delhi,Mumbai,Chennai,Delhi-Mumbai,1,15,Afternoon,9,Morning,1805,3,51342
2022-02-13,Vistara,UK,673,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,13,Afternoon,300,3,53881
2022-02-13,Air India,AI,807,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,17,Evening,915,3,54284
2022-02-13,Air India,AI,502,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,13,Afternoon,1145,3,54284
2022-02-13,Air India,AI,506,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,9,Morning,1370,3,54284
2022-02-13,Air India,AI,803,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,6,Morning,1585,3,54284
2022-02-13,Air India,AI,807,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,17,Evening,1665,3,54284
2022-02-13,Air India,AI,540,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,20,Night,1225,3,54898
2022-02-13,Air India,AI,537,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,16,Afternoon,1490,3,54898
2022-02-13,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,19,Evening,945,3,55416
2022-02-13,Vistara,UK,837,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,17,Evening,1095,3,55416
2022-02-13,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,19,Evening,1600,3,55416
2022-02-13,Air India,AI,502,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,13,Afternoon,455,3,56081
2022-02-13,Air India,AI,506,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,9,Morning,680,3,56081
2022-02-13,Air India,AI,504,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,21,Night,680,3,56081
2022-02-13,Air India,AI,803,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,6,Morning,895,3,56081
2022-02-13,Air India,AI,504,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,21,Night,1430,3,56081
2022-02-13,Air India,AI,429,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,9,Morning,435,3,57074
2022-02-13,Air India,AI,439,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,6,Morning,660,3,57074
2022-02-13,Vistara,UK,855,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,18,Evening,1205,3,58865
2022-02-13,Vistara,UK,801,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,9,Morning,1390,3,59996
2022-02-13,Vistara,UK,815,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,8,Morning,1450,3,59996
2022-02-13,Air India,AI,465,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,16,Afternoon,375,3,59976
2022-02-13,Air India,AI,512,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,14,Afternoon,535,3,59976
2022-02-13,Air India,AI,767,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,12,Afternoon,475,3,61273
2022-02-13,Air India,AI,401,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,6,Morning,660,3,61273
2022-02-13,Air India,AI,401,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,6,Morning,795,3,61273
2022-02-13,Vistara,UK,833,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,7,Morning,925,3,61721
2022-02-13,Vistara,UK,801,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,9,Morning,765,3,66044
2022-02-13,Vistara,UK,815,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,8,Morning,825,3,66044
2022-02-13,Vistara,UK,707,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,13,Afternoon,17,Evening,1170,3,70793
2022-02-13,Vistara,UK,707,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,20,Night,17,Evening,1610,3,70793
2022-02-13,Vistara,UK,707,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,23,Night,17,Evening,1800,3,70793
2022-02-13,Vistara,UK,809,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,19,Evening,745,3,76768
2022-02-13,Vistara,UK,813,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,17,Evening,880,3,76768
2022-02-13,Vistara,UK,817,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,16,Afternoon,970,3,76768
2022-02-13,Vistara,UK,817,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,16,Afternoon,345,3,82816
2022-02-13,Vistara,UK,809,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,19,Evening,935,3,82816
2022-02-13,Vistara,UK,813,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,17,Evening,1070,3,82816
2022-02-13,Vistara,UK,809,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,19,Evening,1465,3,82816
2022-02-13,Vistara,UK,813,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,17,Evening,1600,3,82816
2022-02-13,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,14,Afternoon,1080,3,85527
2022-02-13,Vistara,UK,705,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,13,Afternoon,6,Morning,390,3,86137
2022-02-13,Vistara,UK,705,Delhi,Mumbai,Lucknow,Delhi-Mumbai,1,20,Night,6,Morning,830,3,86137
2022-02-13,Vistara,UK,839,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,13,Afternoon,545,3,86776
2022-02-13,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,14,Afternoon,455,3,91575
2022-02-14,Air India,AI,868,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,18,Evening,120,4,22152
2022-02-14,Air India,AI,805,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,130,4,22152
2022-02-14,Air India,AI,678,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,9,Morning,135,4,22152
2022-02-14,Air India,AI,624,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,4,22152
2022-02-14,Air India,AI,441,Delhi,Mumbai,IXU,Delhi-Mumbai,1,21,Night,17,Evening,225,4,22152
2022-02-14,Air India,AI,499,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,13,Afternoon,1610,4,29622
2022-02-14,Air India,AI,475,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,13,Afternoon,1475,4,29776
2022-02-14,Air India,AI,531,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,20,Night,1485,4,31462
2022-02-14,Air India,AI,411,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,7,Morning,480,4,32646
2022-02-14,Air India,AI,811,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,18,Evening,1235,4,32646
2022-02-14,Vistara,UK,995,Delhi,Mumbai,,Delhi-Mumbai,0,12,Afternoon,10,Morning,135,4,34472
2022-02-14,Air India,AI,453,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,4,Late_Night,530,4,35532
